GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS177622389	2016-02-17 21:44:47	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2011-09-21	07:00:00	obsr162234	S12679983	Area	P23	EBIRD	480		202.3428	5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163569627	2013-06-26 12:31:34	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Mato Grosso	BR-MT							Cristalino River--Downstream From Lodge	L1601653	P	-9.6138700	-55.9326400	2011-09-25	15:30:00	obsr37316	S11572948	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS625992852	2018-09-01 20:42:32	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2011-09-30		obsr172565	S46182975	Historical	P62	EBIRD					1		0	1	0		Cigana in the morning, and Tower I in the afternoon		
URN:CornellLabOfOrnithology:EBIRD:OBS163570847	2018-04-15 21:20:14	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Serra Trail	L2781581	H	-9.5856519	-55.9198437	2011-09-17	07:00:00	obsr37316	S11572987	Incidental	P20	EBIRD					1		0	1	0		With Robin and Daniella from Holland and same 4 as yesterday		
URN:CornellLabOfOrnithology:EBIRD:OBS177622292	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2011-09-20	07:00:00	obsr162234	S12679978	Area	P23	EBIRD	480		202.3428	5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163569576	2018-04-15 21:20:35	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Mato Grosso	BR-MT							Rio Teles Pires--Ilha Ariosto	L878419	H	-9.6332163	-55.9393262	2011-09-25	16:45:00	obsr37316	S11572947	Incidental	P20	EBIRD					1		0	1	0		With six Dutch early morning, Henk and Gera leaving in the morning, continuing with Pieter and Marianne and Peter and Maria. Mostly sunny with morning high haze, some late-morning breeze. Big cumulo-nimbus visible 100 km to N, hazy to west, no sunset visible. 72.5-98.5¡F		
URN:CornellLabOfOrnithology:EBIRD:OBS163570499	2018-04-23 20:37:32	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Limão	L2349885	H	-9.5381324	-55.9032333	2011-09-19	16:00:00	obsr37316	S11572975	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163572094	2018-04-05 12:32:58	23051	species	Purple Martin	Progne subis			15				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Lodge grounds	L2319668	H	-9.5975263	-55.9314823	2011-09-10	04:50:00	obsr37316	S11573032	Incidental	P20	EBIRD					1		0	1	0		with CI group in a.m.		
URN:CornellLabOfOrnithology:EBIRD:OBS163570068	2018-04-15 21:20:35	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Mato Grosso	BR-MT							Rio Teles Pires--Ilha Ariosto	L878419	H	-9.6332163	-55.9393262	2011-09-22	16:10:00	obsr37316	S11572961	Incidental	P20	EBIRD					1		0	1	0		Sunny, smoky, 71-97¡F		
URN:CornellLabOfOrnithology:EBIRD:OBS163568254	2018-04-05 12:32:58	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Lodge grounds	L2319668	H	-9.5975263	-55.9314823	2011-10-10		obsr37316	S11572898	Incidental	P20	EBIRD					1		0	1	0		With Doug Mauro on Deck in a.m., then around grounds rest of morning.		
URN:CornellLabOfOrnithology:EBIRD:OBS163568139	2018-04-05 12:32:58	23051	species	Purple Martin	Progne subis			10				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Lodge grounds	L2319668	H	-9.5975263	-55.9314823	2011-10-11	05:10:00	obsr37316	S11572895	Incidental	P20	EBIRD					1		0	1	0		on my own both times		
URN:CornellLabOfOrnithology:EBIRD:OBS634437256	2018-06-25 19:10:40	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2011-10-22		obsr172565	S46794975	Historical	P62	EBIRD					1		0	1	0		Limão in the morning, Tower I in the afternoon		
URN:CornellLabOfOrnithology:EBIRD:OBS163567617	2018-04-05 12:32:58	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Lodge grounds	L2319668	H	-9.5975263	-55.9314823	2011-10-14	07:00:00	obsr37316	S11572887	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163568192	2018-04-05 12:32:58	23051	species	Purple Martin	Progne subis			15				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Lodge grounds	L2319668	H	-9.5975263	-55.9314823	2011-10-11	04:50:00	obsr37316	S11572896	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163569272	2013-06-26 12:31:34	23051	species	Purple Martin	Progne subis			15				Brazil	BR	Mato Grosso	BR-MT							Cristalino River--Downstream From Lodge	L1601653	P	-9.6138700	-55.9326400	2011-10-01	06:10:00	obsr37316	S11572935	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163567777	2018-09-01 20:39:52	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Lodge grounds	L2319668	H	-9.5975263	-55.9314823	2011-10-13	08:00:00	obsr37316	S11572890	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163567878	2015-09-29 15:22:24	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge -- Cacau Trail	L3657126	H	-9.5907505	-55.9223667	2011-10-12	08:10:00	obsr37316	S11572891	Incidental	P20	EBIRD					1		0	1	0		on my own to Cacau via kayak and back by 14:45		
URN:CornellLabOfOrnithology:EBIRD:OBS163567965	2018-04-05 12:32:58	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Lodge grounds	L2319668	H	-9.5975263	-55.9314823	2011-10-12	04:45:00	obsr37316	S11572892	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163568908	2016-05-09 13:43:59	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino River--Upstream From Lodge	L1601655	P	-9.5672600	-55.9142600	2011-10-02		obsr37316	S11572920	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS626494253	2018-06-01 18:55:32	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2011-10-11		obsr172565	S46218682	Historical	P62	EBIRD					1		0	1	0		Serra in the morning, downriver I think in the afternoon		
URN:CornellLabOfOrnithology:EBIRD:OBS163567480	2018-09-01 20:39:47	23051	species	Purple Martin	Progne subis			20				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2011-10-08	06:45:00	obsr37316	S11572882	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS273446921	2018-03-31 17:51:09	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Mato Grosso	BR-MT							Alta Floresta--pastures N of town en route to Cristalino Lodge	L1266324	H	-9.7652276	-56.0309601	2012-10-06		obsr49359	S19948192	Historical	P62	EBIRD_MEX					0		0	1	0		With Eduardo Patrial. 1010-1148 am. Includes Mauritia palm grove.	flock	
URN:CornellLabOfOrnithology:EBIRD:OBS172287460	2015-11-09 13:14:17	23051	species	Purple Martin	Progne subis			1			Male, Adult (1)	Brazil	BR	Mato Grosso	BR-MT							Alta Floresta--Trilha das Primatas (Floresta Amazonica Hotel)	L1039935	P	-9.8771597	-56.1006546	2012-11-17	06:30:00	obsr103929	S12265196	Traveling	P22	EBIRD	285	1.609		1	1		0	1	0		ca. 4.5-5 hours birding the forest block, the pond, & back. Light drizzle on & off throughout the morning.	Exhausted bird; almost allowed contact before flying. Southern Martin ruled out solely by location.	
URN:CornellLabOfOrnithology:EBIRD:OBS277288385	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			6				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-09-27		obsr37316	S20293656	Incidental	P20	EBIRD					1		0	1	0		WINGS Birding tour. H=heard only, L=leader only, N=nesting evidence		
URN:CornellLabOfOrnithology:EBIRD:OBS277287726	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			5				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-09-25		obsr37316	S20293644	Incidental	P20	EBIRD					1		0	1	0		WINGS Birding tour. H=heard only, L=leader only, N=nesting evidence		
URN:CornellLabOfOrnithology:EBIRD:OBS211055331	2018-10-31 12:51:40	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Mato Grosso	BR-MT							Jardim da Amazônia (Gardens of the Amazon)	L968651	H	-13.5407027	-56.6315174	2013-09-15	05:28:00	obsr37316	S15184175	Traveling	P22	EBIRD	117	2.195		1	1		0	1	0		reservoir on entrance road		
URN:CornellLabOfOrnithology:EBIRD:OBS277287276	2018-09-01 20:42:23	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-09-29		obsr37316	S20293638	Incidental	P20	EBIRD					1		0	1	0		WINGS Birding tour. H=heard only, L=leader only, N=nesting evidence		
URN:CornellLabOfOrnithology:EBIRD:OBS277287453	2018-04-15 21:20:35	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Mato Grosso	BR-MT							Rio Teles Pires--Ilha Ariosto	L878419	H	-9.6332163	-55.9393262	2013-09-26		obsr37316	S20293640	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS212919214	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			4				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-09-28	06:30:00	obsr152076	S15313952	Traveling	P22	EBIRD	300	5.000		1	1		0	1	0		All birds seen on the Serra Trail or along the river.		
URN:CornellLabOfOrnithology:EBIRD:OBS210770787	2018-10-31 12:51:40	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Mato Grosso	BR-MT							Jardim da Amazônia (Gardens of the Amazon)	L968651	H	-13.5407027	-56.6315174	2013-09-12	17:24:00	obsr37316	S15166052	Traveling	P22	EBIRD	39	4.091		1	1		0	1	0		entrance road and reservoir near beginning		
URN:CornellLabOfOrnithology:EBIRD:OBS212825131	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			5				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-09-26	06:00:00	obsr152076	S15307066	Traveling	P22	EBIRD	300	5.000		1	1		0	1	0		All birds seen from Tower II and along the river.		
URN:CornellLabOfOrnithology:EBIRD:OBS277287835	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			5				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-09-28		obsr37316	S20293645	Incidental	P20	EBIRD					1		0	1	0		WINGS Birding tour. H=heard only, L=leader only, N=nesting evidence		
URN:CornellLabOfOrnithology:EBIRD:OBS277288259	2018-09-01 20:42:23	23051	species	Purple Martin	Progne subis			5				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-09-24		obsr37316	S20293655	Incidental	P20	EBIRD					1		0	1	0		WINGS Birding tour. H=heard only, L=leader only, N=nesting evidence		
URN:CornellLabOfOrnithology:EBIRD:OBS212716221	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			5				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-09-23	06:00:00	obsr152076	S15299624	Traveling	P22	EBIRD	180	2.000		1	1		0	1	0		All birds seen at Tower II or around the lodge buildings.		
URN:CornellLabOfOrnithology:EBIRD:OBS277287609	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			6				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-09-23		obsr37316	S20293643	Incidental	P20	EBIRD					1		0	1	0		WINGS Birding tour. H=heard only, L=leader only, N=nesting evidence		
URN:CornellLabOfOrnithology:EBIRD:OBS213821289	2018-09-01 20:42:17	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-08	06:00:00	obsr154412	S15381688	Traveling	P22	EBIRD	240	9.656		3	1	G708916	0	1	0		Limao y Cacao (y río)		
URN:CornellLabOfOrnithology:EBIRD:OBS215742924	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-29	06:45:00	obsr229078	S15521790	Traveling	P22	EBIRD	240	4.000		5	1		0	1	0		Francisco's e Caja		
URN:CornellLabOfOrnithology:EBIRD:OBS213820798	2013-10-11 23:18:43	23051	species	Purple Martin	Progne subis			4				Brazil	BR	Mato Grosso	BR-MT							Alta Floresta--Floresta Amazonica Hotel	L875412	H	-9.8779389	-56.0985206	2013-10-06	16:00:00	obsr154412	S15381662	Traveling	P22	EBIRD	120	1.500		2	1	G708913	0	1	0		Alrededor del hotel		
URN:CornellLabOfOrnithology:EBIRD:OBS215614340	2018-09-01 20:42:17	23051	species	Purple Martin	Progne subis			15				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-27	07:45:00	obsr229078	S15511752	Traveling	P22	EBIRD	240	8.000		3	1		0	1	0		Limao e rio		
URN:CornellLabOfOrnithology:EBIRD:OBS213821359	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-08	16:00:00	obsr154412	S15381689	Traveling	P22	EBIRD	120	3.000		2	1	G708917	0	1	0		Torre 1 y taboca		
URN:CornellLabOfOrnithology:EBIRD:OBS218222736	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			80				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-08	06:00:00	obsr152076	S15709099	Traveling	P22	EBIRD	300	5.000		1	1		0	1	0		Birding focused along the river and at the Serra.		
URN:CornellLabOfOrnithology:EBIRD:OBS215741329	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			100				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-28	16:00:00	obsr229078	S15521647	Traveling	P22	EBIRD	210	10.000		5	1		0	1	0		Rio e Ilha		
URN:CornellLabOfOrnithology:EBIRD:OBS215743387	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			4				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-29	16:00:00	obsr229078	S15521828	Traveling	P22	EBIRD	150	10.000		3	1		0	1	0		Río arriba y Castanheira		
URN:CornellLabOfOrnithology:EBIRD:OBS214492088	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			12				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-16	14:00:00	obsr229078	S15429488	Stationary	P21	EBIRD	240			5	1		0	1	0		Torre 1		
URN:CornellLabOfOrnithology:EBIRD:OBS212935571	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			10				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-03	06:00:00	obsr229078	S15315080	Traveling	P22	EBIRD	240	3.000		6	1		0	1	0		Torre 1 y Saleiro		
URN:CornellLabOfOrnithology:EBIRD:OBS214912868	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			10				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-21	06:30:00	obsr229078	S15459996	Traveling	P22	EBIRD	360	8.000		2	1		0	1	0		Limao y rio en canoa		
URN:CornellLabOfOrnithology:EBIRD:OBS213821418	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			4				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-09	05:30:00	obsr154412	S15381693	Traveling	P22	EBIRD	300	2.000		2	1	G708918	0	1	0		Torre 2 y Saleiro		
URN:CornellLabOfOrnithology:EBIRD:OBS215111914	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			20				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-23	06:45:00	obsr229078	S15474897	Traveling	P22	EBIRD	300	18.000		3	1		0	1	0		Río arriba (hasta sigana)		
URN:CornellLabOfOrnithology:EBIRD:OBS213821505	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			6				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-09	15:30:00	obsr154412	S15381696	Traveling	P22	EBIRD	120	8.000		3	1	G708919	0	1	0		Río cristalino arriba		
URN:CornellLabOfOrnithology:EBIRD:OBS215329271	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			5				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-25	16:00:00	obsr229078	S15491398	Traveling	P22	EBIRD	60	7.000		1	1		0	1	0		Ilha e Río		
URN:CornellLabOfOrnithology:EBIRD:OBS213368363	2013-10-11 23:19:15	23051	species	Purple Martin	Progne subis			10				Brazil	BR	Mato Grosso	BR-MT							Alta Floresta--Floresta Amazonica Hotel	L875412	H	-9.8779389	-56.0985206	2013-10-07	06:00:00	obsr229078	S15347425	Traveling	P22	EBIRD	240	2.000		2	1	G708914	0	1	0		Trilha dos Primatas (y lagunas de la rotonda).		
URN:CornellLabOfOrnithology:EBIRD:OBS213083631	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			200				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-04	15:30:00	obsr229078	S15326238	Traveling	P22	EBIRD	180	6.000		6	1		0	1	0		Rio e Isla		
URN:CornellLabOfOrnithology:EBIRD:OBS214778256	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			25				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-20	06:40:00	obsr229078	S15451024	Traveling	P22	EBIRD	300	3.000		1	1		0	1	0		Serra e Cacao		
URN:CornellLabOfOrnithology:EBIRD:OBS215296382	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-25	06:30:00	obsr229078	S15489124	Traveling	P22	EBIRD	300	2.000		2	1		0	1	0		Cacao		
URN:CornellLabOfOrnithology:EBIRD:OBS213135444	2016-01-28 15:56:50	23051	species	Purple Martin	Progne subis			15				Brazil	BR	Mato Grosso	BR-MT							Barranca e estrada Cristalino	L2376622	H	-9.6410307	-55.9382629	2013-10-05	15:30:00	obsr229078	S15329676	Traveling	P22	EBIRD	120	10.000		1	1		0	1	0		Desde cristalino a la ruta		
URN:CornellLabOfOrnithology:EBIRD:OBS215740103	2018-08-22 10:52:21	23051	species	Purple Martin	Progne subis			50				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-28	06:45:00	obsr229078	S15521574	Stationary	P21	EBIRD	240			5	1		0	1	0		Torre 2		
URN:CornellLabOfOrnithology:EBIRD:OBS213373170	2016-02-14 11:50:31	23051	species	Purple Martin	Progne subis			10				Brazil	BR	Mato Grosso	BR-MT							Barranca e estrada Cristalino	L2376622	H	-9.6410307	-55.9382629	2013-10-07	15:00:00	obsr229078	S15347734	Traveling	P22	EBIRD	60	16.093		6	1	G708915	0	1	0		Alta Floresta a Cristalino		
URN:CornellLabOfOrnithology:EBIRD:OBS213094995	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-04	06:00:00	obsr152076	S15326970	Traveling	P22	EBIRD	300	5.000		1	1		0	1	0		All birds seen along the Borboletas, Saleiro, and Taboca Trails.		
URN:CornellLabOfOrnithology:EBIRD:OBS213857589	2013-10-30 13:59:59	23051	species	Purple Martin	Progne subis			5				Brazil	BR	Mato Grosso	BR-MT							Road to Cristalino Lodge	L2384168	P	-9.7248038	-56.0543060	2013-10-05	14:00:00	obsr150556	S15384101	Traveling	P22	EBIRD	60	24.140		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS214654363	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			40				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-19	07:30:00	obsr229078	S15442298	Traveling	P22	EBIRD	180	2.000		1	1		0	1	0		Caja		
URN:CornellLabOfOrnithology:EBIRD:OBS212937359	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-03	15:15:00	obsr229078	S15315213	Traveling	P22	EBIRD	120	8.000		6	1		0	1	0		Río arriba		
URN:CornellLabOfOrnithology:EBIRD:OBS213820886	2013-10-11 23:19:15	23051	species	Purple Martin	Progne subis			10				Brazil	BR	Mato Grosso	BR-MT							Alta Floresta--Floresta Amazonica Hotel	L875412	H	-9.8779389	-56.0985206	2013-10-07	06:00:00	obsr154412	S15381666	Traveling	P22	EBIRD	240	2.000		2	1	G708914	0	1	0		Trilha dos Primatas (y lagunas de la rotonda).		
URN:CornellLabOfOrnithology:EBIRD:OBS218225981	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			220				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-11	06:00:00	obsr152076	S15709288	Traveling	P22	EBIRD	300	5.000		3	1		0	1	0		Birding at Ilha Ariosto, Borboletas Trail, and along the river.		
URN:CornellLabOfOrnithology:EBIRD:OBS214691130	2018-09-01 20:42:17	23051	species	Purple Martin	Progne subis			20				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-19	15:30:00	obsr229078	S15444906	Traveling	P22	EBIRD	120	2.000		1	1		0	1	0		Caja		
URN:CornellLabOfOrnithology:EBIRD:OBS213565865	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-08	16:00:00	obsr229078	S15361728	Traveling	P22	EBIRD	120	3.000		2	1	G708917	0	1	0		Torre 1 y taboca		
URN:CornellLabOfOrnithology:EBIRD:OBS215870211	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			10				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-30	06:45:00	obsr229078	S15531376	Traveling	P22	EBIRD	120	2.000		3	1		0	1	0		Torre 1		
URN:CornellLabOfOrnithology:EBIRD:OBS215013085	2018-09-01 20:42:17	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-22	06:30:00	obsr229078	S15467714	Traveling	P22	EBIRD	240	2.000		1	1		0	1	0		Torre 2		
URN:CornellLabOfOrnithology:EBIRD:OBS212750564	2015-11-03 10:30:06	23051	species	Purple Martin	Progne subis			3				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-01	05:30:00	obsr229078	S15302198	Traveling	P22	EBIRD	420	3.000		2	1		0	1	0		Serra y Cacao		
URN:CornellLabOfOrnithology:EBIRD:OBS214126503	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			50				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-14	05:30:00	obsr229078	S15402626	Traveling	P22	EBIRD	300	3.000		1	1		0	1	0		Cacao		
URN:CornellLabOfOrnithology:EBIRD:OBS213444589	2018-09-01 20:42:17	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-08	06:00:00	obsr229078	S15352895	Traveling	P22	EBIRD	240	9.656		3	1	G708916	0	1	0		Limao y Cacao (y río)		
URN:CornellLabOfOrnithology:EBIRD:OBS213567431	2015-09-27 22:06:29	23051	species	Purple Martin	Progne subis			4				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2013-10-09	05:30:00	obsr229078	S15361821	Traveling	P22	EBIRD	300	2.000		2	1	G708918	0	1	0		Torre 2 y Saleiro		
